coreid,aff_total,coresex,coreprefyr,Degree,Major,fy14,donor
1923,11,F,2007,MS    ,Communications,100,1
8266,24,M,1988,BBA   ,Accounting,25,1
14743,26,F,2012,BA    ,English Language and Literature,8100,1
36748,82,F,1972,BA    ,Political Science,2000,1
39842,2,F,2000,MED   ,General Education,20,1
41332,6,F,2007,BS    ,Legal Studies,50,1
62362,4,F,2005,MPA   ,Public Administration,25,1
68219,31,M,2006,MPA   ,Public Administration,100,1
70742,4,M,2005,BA    ,English Language and Literature,100,1
77259,28,M,2014,MPA   ,Public Administration,510,1
83514,17,M,1970,BPH   ,Environmental Studies,500,1
83549,10,F,1967,BA    ,English Language and Literature,25,1
83577,7,M,1975,BS    ,Physical Education,100,1
83586,17,M,1973,BS    ,GRP SS Hist,250,1
83622,4,M,1973,BS    ,Biology,20,1
83636,19,F,1971,BS    ,Psychology,2000,1
83643,26,M,1974,BS    ,Geology,300,1
83698,4,F,1973,BS    ,Biology,50,1
83705,11,M,1970,BS    ,Physical Education,250,1
83706,8,M,1977,BS    ,Mathematics,250,1
83709,11,M,1970,BS    ,Chemistry,750,1
83719,11,M,1969,BA    ,GRO Soc Science,200,1
83740,8,F,1970,BS    ,Sociology,50,1
83749,10,M,1973,BS    ,Chemistry,25,1
83763,10,M,1972,BA    ,History,25,1
83813,15,F,1975,BS    ,Physical Education,2000,1
83887,11,M,1971,BS    ,Physics,250,1
83894,13,M,1975,BA    ,French,750,1
83982,4,F,1971,BA    ,GRO Soc Science,25,1
83992,5,M,1978,BS    ,Political Science,500,1
84013,3,F,1968,BS    ,GRP SS Hist,100,1
84033,20,M,1967,BA    ,History,100,1
84057,2,M,1968,BA    ,Biology,600,1
84082,4,M,1967,BS    ,Biology,1000,1
84083,19,F,1972,BA    ,Art,4500,1
84105,11,F,1968,BA    ,English Language and Literature,100,1
84153,19,M,1970,BS    ,Geology,1000,1
84154,60,F,1967,BA    ,GRO Soc Science,21000,1
84160,8,M,1969,BA    ,Economics,100,1
84167,3,M,1968,BA    ,English Language and Literature,30,1
84210,6,M,1968,BA    ,GRO Soc Science,360,1
84212,4,M,1970,BS    ,Sociology,100,1
84243,13,F,1973,BA    ,Art,2775.96,1
84285,5,F,1972,BA    ,English Language and Literature,55,1
84326,8,M,1967,BA    ,GRO Soc Science,30,1
84340,6,M,1972,BS    ,Health Science,100,1
84343,6,M,1974,BA    ,English Language and Literature,100,1
84355,59,M,1978,BBA   ,Business General,500,1
84390,2,M,1976,BS    ,Political Science,25,1
84393,16,M,1976,BS    ,Public Administration,100,1
84395,7,F,1971,BS    ,Group SS Soc,50,1
84414,9,M,1971,BS    ,Group SS Soc,50,1
84429,5,F,1973,BS    ,Biology,20,1
84440,14,M,1977,BS    ,GRP SS Hist,350,1
84461,12,M,1967,BS    ,GRO Soc Science,50,1
84514,9,M,1970,BS    ,Anthropology,200,1
84538,10,F,1974,MED   ,General Education,25,1
84566,13,M,1971,BBA   ,Business General,500,1
84584,16,F,1971,BS    ,Anthropology,400,1
84585,8,M,1976,BPH   ,Environmental Studies,100,1
84600,15,F,1967,BA    ,History,100,1
84613,6,F,1982,BS    ,Sociology,100,1
84625,64,M,1969,BS    ,Group Social Studies,900,1
84635,5,F,1975,BS    ,Political Science,100,1
84646,15,F,1975,BS    ,Sociology,100,1
84652,7,M,1975,MPA   ,Public Administration,500,1
84679,4,M,1971,BS    ,Political Science,100,1
84723,5,M,1974,BS    ,Physical Education,50,1
84724,8,F,1969,BS    ,Group Science,25,1
84728,85,M,1969,BS    ,GRO Soc Science,60,1
84800,76,M,1968,BA    ,Mathematics,21000,1
84838,1,F,1970,BS    ,Group SS Soc,10,1
84867,7,F,1994,BS    ,Therapeutic Recreation,15,1
84869,3,M,1984,MBA   ,Finance,25,1
84936,13,M,1968,BS    ,Chemistry,600,1
84938,2,M,1969,BS    ,Group Science,50,1
84953,8,M,1968,BA    ,Psychology,50,1
84965,4,F,1972,BS    ,Group SS Soc,25,1
84966,12,M,1974,hdltrs,,500,1
84985,60,M,1973,BA    ,Psychology,600,1
84992,9,F,1972,BA    ,History,60,1
84997,8,F,1971,BA    ,Group SS Soc,50,1
85001,13,M,1977,BS    ,GRP SS Hist,300,1
85017,8,F,1991,MED   ,Special Education,400,1
85026,63,F,1969,BS    ,GRO Soc Science,550,1
85029,12,M,1974,BS    ,Group SS Soc,250,1
85048,12,F,1973,BA    ,English Language and Literature,600,1
85080,13,F,1971,BS    ,GRO Soc Science,500,1
85086,12,F,1968,BA    ,German,650,1
85090,4,M,1972,BS    ,Public Administration,50,1
85093,14,M,1991,BS    ,Industrial Technology,100,1
85096,15,F,1968,BA    ,English Language and Literature,100,1
85147,9,M,1986,BBA   ,Business General,150,1
85201,16,M,1976,BS    ,Environmental Studies,250,1
85272,5,F,1977,BS    ,Social Relations,50,1
85284,9,F,1990,BS    ,Chemistry,50,1
85294,10,F,1986,BS    ,Advertising & Public Relations,1450,1
85325,14,M,1973,BS    ,Group SS Soc,100,1
85350,5,F,1973,BA    ,Anthropology,100,1
85353,13,M,1974,BS    ,Physical Education,350,1
85361,6,F,1975,BS    ,Group SS Soc,200,1
85431,7,M,1968,BA    ,GRO Soc Science,650,1
85462,30,M,1977,BS    ,Health Science,50,1
85491,15,F,1972,BA    ,German,600,1
85496,17,M,1969,BS    ,GRO Soc Science,600,1
85512,7,M,1975,BPH   ,Environmental Studies,50,1
85536,11,M,1967,BA    ,History,50,1
85545,2,M,1974,BS    ,GRP SCI Chem,250,1
85549,7,M,1970,BS    ,Environmental Studies,100,1
85573,9,M,1974,BA    ,Psychology,50,1
85576,11,M,1976,MBA   ,Business General,125,1
85589,14,M,1974,BS    ,Physical Education,250,1
85605,13,M,1967,BA    ,Economics,250,1
85606,20,M,1968,BS    ,Chemistry,5000,1
85657,8,M,1974,BS    ,Public Administration,200,1
85659,4,F,1973,BS    ,GRP SS Psych,50,1
85660,5,F,1975,BS    ,Medical Technology,100,1
85745,7,F,1986,BA    ,English Language and Literature,100,1
85756,8,M,1971,BS    ,GRO Soc Science,50,1
85766,102,F,1967,BA    ,Group Science,1850,1
85782,9,M,1973,BS    ,GRP SS Econ,200,1
85808,4,M,1969,BS    ,Medical Technology,50,1
85838,9,M,1975,BBA   ,Business General,2003.21,1
85844,18,M,1973,BBA   ,Business General,200,1
85876,16,M,1973,BA    ,German,2150,1
85906,23,M,1972,BS    ,Biology,100,1
85907,10,M,1976,BS    ,Mathematics,100,1
85909,7,M,1976,BS    ,Political Science,500,1
85935,10,M,1974,BS    ,Economics,150,1
85993,5,M,1972,BS    ,Group SS Soc,50,1
85996,6,M,1969,BBA   ,Economics,50,1
86026,9,M,1968,BS    ,Behavioral Science,200,1
86058,19,M,1967,BA    ,Mathematics,1500,1
86065,1,M,1977,BS    ,Geology,175,1
86077,8,M,1972,MBA   ,Finance,50,1
86159,17,M,1968,BS    ,Mathematics,300,1
86160,15,F,1969,BA    ,Group SCI Math,300,1
86163,11,M,1976,MED   ,Special Education,50,1
86218,4,M,1976,MBA   ,Finance,25,1
86228,8,M,1974,BA    ,History,165,1
86236,10,M,1967,BA    ,Political Science,100,1
86241,9,F,1968,BA    ,Mathematics,100,1
86256,10,F,1976,BS    ,Physical Education,100,1
86267,11,F,1972,BS    ,Mathematics,1000,1
86278,3,F,1975,BPH   ,Environmental Studies,30,1
86280,8,F,1978,BS    ,Nursing,100,1
86294,5,M,1970,BS    ,Psychology,30,1
86302,8,M,1970,BS    ,GRO Soc Science,50,1
86306,5,M,1974,BS    ,Physical Education,200,1
86307,4,F,1976,BA    ,Mathematics,50,1
86311,10,M,1978,MED   ,General Education,600,1
86319,5,M,1971,BS    ,Economics,25,1
86330,7,M,1970,BS    ,Mathematics,1000,1
86347,21,M,1975,BS    ,History,1200,1
86353,10,F,1972,BS    ,GRP SCI Biology,25,1
86401,6,M,1975,BBA   ,Business General,100,1
86408,9,F,1971,BS    ,Physical Education,200,1
86475,11,F,1975,BA    ,Chemistry,150,1
86479,14,M,1972,BS    ,Health Science,500,1
86484,3,F,1968,BS    ,GRO Soc Science,50,1
86487,6,F,1975,BS    ,Art,50,1
86493,8,M,1973,BS    ,Accounting,50,1
86515,10,M,1976,BS    ,Chemistry,600,1
86517,40,M,1968,BA    ,German,600,1
86543,7,M,1973,BBA   ,Business General,100,1
86567,7,M,1976,BS    ,Biology,150,1
86573,11,M,1970,MBA   ,Accounting,25,1
86576,12,M,1967,BA    ,Economics,500,1
86615,12,M,1975,BS    ,Biomedical Communications,100,1
86623,9,F,1975,BS    ,Group SS Soc,250,1
86641,1,M,1975,BBA   ,Accounting,100,1
86643,18,M,1973,BS    ,Physical Education,300,1
86646,7,F,1974,BS    ,Group SS Soc,350,1
86653,6,M,1967,BA    ,GRP SS Hist,25,1
86655,12,M,1969,BA    ,English Language and Literature,100,1
86692,10,F,1972,BS    ,Behavioral Science,25,1
86730,12,M,1970,BS    ,Mathematics,100,1
86731,9,F,1971,BA    ,French,100,1
86748,4,M,1977,BS    ,Criminal Justice,50,1
86800,9,F,1971,BA    ,Spanish,100,1
86830,7,F,1969,BA    ,GRO Soc Science,100,1
86850,6,F,1973,BS    ,Group SS Soc,100,1
86855,8,F,1971,BA    ,Mathematics,250,1
86861,10,F,1967,BA    ,German,50,1
86867,10,M,1973,BS    ,GRP SCI Chem,520,1
86878,9,M,1972,BS    ,Sociology,600,1
86900,14,F,1968,BA    ,GRO Soc Science,500,1
86910,10,M,1974,BS    ,Physical Education,50,1
86914,17,M,1972,BA    ,Group SS Soc,400,1
86918,32,M,1973,BS    ,Mathematics,1500,1
86920,1,M,1968,BS    ,Sociology,450,1
86954,8,F,1973,BS    ,Medical Technology,25,1
86956,1,F,1973,BS    ,GRP SCI Geology,50,1
86961,17,M,1974,BBA   ,Accounting,1500,1
86983,7,M,1973,BS    ,Anthropology,100,1
86994,10,M,1980,BS    ,Geology,100,1
87046,9,M,1974,BS    ,Group SS Soc,100,1
87066,15,F,1967,BA    ,GRO Soc Science,2100,1
87098,17,F,1973,BAS   ,English Language and Literature,1570,1
87099,7,M,1969,MBA   ,Psychology,50,1
87100,12,F,1977,BBA   ,Management,100,1
87136,8,M,1968,BA    ,Sociology,100,1
87176,7,F,1968,BA    ,Sociology,100,1
87211,5,M,1975,BS    ,Public Administration,100,1
87242,17,M,1973,BA    ,English Language and Literature,600,1
87248,6,M,1973,BA    ,Political Science,1,1
87256,28,M,1967,BA    ,Political Science,2100,1
87309,37,M,1967,BS    ,Economics,500,1
87318,5,F,1972,BS    ,Physical Education,75,1
87340,10,F,1974,BS    ,Physical Education,100,1
87383,10,F,1974,BS    ,Physical Education,200,1
87386,19,M,1975,BBA   ,Accounting,1000,1
87388,7,M,1977,BS    ,Chemistry,200,1
87391,12,M,1975,BS    ,History,50,1
87407,4,F,1970,BA    ,GRO Soc Science,100,1
87416,9,F,1975,BBA   ,Business General,100,1
87419,15,F,1971,BS    ,GRP SS Econ,23000,1
87420,11,M,1975,MED   ,Chemistry,50,1
87437,10,F,1975,BS    ,GRO Soc Science,500,1
87440,2,F,1975,BA    ,Psychology,100,1
87451,5,M,1972,BBA   ,Business General,25,1
87468,7,F,1973,BPH   ,Environmental Studies,50,1
87471,9,F,1977,BS    ,Therapeutic Recreation,100,1
87480,4,M,1980,BS    ,Group SS Soc,15,1
87503,2,F,1976,BS    ,GRP SS Econ,30,1
87508,15,M,1973,BS    ,Biology,20,1
87516,26,M,1975,BA    ,Business General,2000,1
87524,5,M,1970,BBA   ,Accounting,500,1
87530,7,F,1968,BA    ,Group Science,250,1
87545,1,M,1968,BS    ,Mathematics,50,1
87546,4,F,1968,BS    ,English Language and Literature,50,1
87556,17,M,1972,MBA   ,Business General,200,1
87560,6,F,1972,BS    ,GRP SCI Biology,75,1
87593,7,F,1967,BS    ,Biology,25,1
87623,9,M,1974,BS    ,Group SS Soc,200,1
87631,14,M,1973,MSW   ,Social Work,600,1
87637,114,M,1967,BS    ,GRO Soc Science,1850,1
87647,11,F,1977,BS    ,Biology,300,1
87652,29,M,1971,BA    ,Biology,50,1
87687,3,M,1974,BBA   ,Business General,2000,1
87696,6,M,1975,BS    ,Physical Education,50,1
87751,7,M,1973,BS    ,Computer Science,100,1
87782,8,F,1969,BS    ,GRO Soc Science,100,1
87799,15,M,1971,BS    ,Physical Education,15,1
87806,7,F,1968,BA    ,German,30,1
87821,9,F,1969,BS    ,Mathematics,500,1
87824,9,M,1974,BA    ,Music,20,1
87834,5,F,1969,BA    ,GRO Soc Science,10,1
87874,1,F,1971,BS    ,Group Science,100,1
87955,8,M,1972,BS    ,Chemistry,100,1
87977,8,F,1975,BS    ,Group SS Soc,100,1
88008,9,F,1968,BS    ,Biology,50,1
88097,4,F,1969,BA    ,English Language and Literature,20,1
88134,15,M,1972,BA    ,Political Science,23000,1
88140,7,M,1973,BS    ,Biology,100,1
88161,11,F,1973,MED   ,Special Education,100,1
88176,7,F,1975,BS    ,Group SS Soc,100,1
88184,15,F,1967,BA    ,Group Science,25,1
88228,9,M,1976,BS    ,Sociology,100,1
88232,8,F,1977,BS    ,Mathematics,40,1
88248,29,M,1976,BS    ,Physical Education,300,1
88294,53,F,1967,MED   ,General Education,50,1
88323,17,M,1969,BS    ,GRO Soc Science,300,1
88336,10,F,1975,MED   ,General Education,50,1
88364,8,F,1969,BA    ,French,75,1
88367,12,F,1970,BA    ,Group SS Soc,300,1
88396,11,F,1975,BS    ,GRO Soc Science,250,1
88408,9,F,1967,BA    ,GRO Soc Science,100,1
88416,7,F,1969,BS    ,GRO Soc Science,50,1
88419,16,M,1971,BS    ,Sociology,300,1
88446,12,M,1972,BS    ,Sociology,300,1
88449,8,F,1973,BS    ,Group SS Soc,50,1
88476,9,M,1973,MSW   ,German,50,1
88506,28,F,1981,BS    ,Natural Resource Management,1200,1
88530,9,M,1976,BS    ,Earth Science,50,1
88548,2,F,1973,BS    ,Group SS Soc,100,1
88581,8,F,1972,BS    ,Group SS Soc,50,1
88596,14,M,1974,BS    ,Political Science,1000,1
88601,9,M,1977,MBA   ,Accounting,100,1
88611,12,F,1974,BS    ,Chemistry,250,1
88612,12,M,1974,BS    ,Chemistry,250,1
88644,6,F,1976,BS    ,Physical Education,250,1
88646,9,F,1972,BS    ,Psychology,5,1
88661,9,M,1977,BBA   ,Business General,150,1
88668,6,F,1971,BS    ,GRP SS Econ,50,1
88746,6,M,1970,BS    ,GRO Soc Science,25,1
88773,15,M,1975,BS    ,GRO Soc Science,450,1
88786,6,M,1972,BS    ,Group SS Soc,20,1
88902,10,F,1972,BS    ,Mathematics,100,1
88914,2,M,1976,BS    ,Mathematics,50,1
88930,7,F,1991,BSN   ,Nursing - RN,150,1
88960,12,F,1967,BA    ,Psychology,50,1
88970,7,F,1974,BA    ,Spanish,25,1
88979,2,F,1974,BS    ,Environmental Studies,100,1
88987,15,F,1970,BA    ,English Language and Literature,5000,1
88999,9,M,1976,BBA   ,Business General,100,1
89007,1,F,1986,BS    ,Criminal Justice,100,1
89011,9,M,1971,BS    ,Biology,25,1
89012,10,M,1970,BA    ,Economics,200,1
89035,15,M,1974,BBA   ,Accounting,50,1
89061,13,M,1967,BA    ,Political Science,100,1
89071,7,F,1969,BS    ,Mathematics,25,1
89116,12,M,1975,BA    ,Health Science,200,1
89117,16,M,1974,MED   ,Reading,600,1
89131,39,F,1969,BA    ,English Language and Literature,2300,1
89135,11,M,1974,BS    ,Social Relations,200,1
89194,34,M,1969,BS    ,Economics,2300,1
89205,13,F,1976,BS    ,Physical Education,600,1
89214,9,F,1974,BS    ,Criminal Justice,150,1
89247,16,F,1969,BS    ,GRO Soc Science,75,1
89261,20,F,1975,BS    ,Sociology,50,1
89282,6,M,1974,BS    ,Physical Education,200,1
89285,22,M,1970,BS    ,Biology,1500,1
89321,8,F,1971,BS    ,GRP SS Pol Sci,50,1
89341,5,F,1975,BA    ,Psychology,500,1
89375,10,M,1974,BS    ,Art,25,1
89392,20,M,1968,BA    ,Biology,600,1
89423,6,F,1975,BA    ,Spanish,150,1
89430,5,M,1970,BBA   ,Business General,50,1
89458,9,M,1971,BS    ,Chemistry,150,1
89486,4,M,1969,BS    ,Mathematics,20,1
89488,3,M,1985,BS    ,Physical Education,50,1
89505,13,M,1974,BBA   ,Business General,50,1
89511,9,M,1968,BA    ,Biology,200,1
89554,9,M,1973,BS    ,Biology,300,1
89557,10,F,1971,BS    ,Physical Education,150,1
89569,7,M,1967,BA    ,Psychology,200,1
89596,16,M,1983,BS    ,GRO Soc Science,600,1
89636,11,M,1970,BS    ,Geology,250,1
89650,9,F,1979,BS    ,Public Administration,100,1
89695,11,M,1971,BS    ,Sociology,100,1
89696,14,F,1970,BS    ,Group SS Soc,500,1
89704,25,M,1968,BA    ,English Language and Literature,100,1
89720,75,M,1971,BS    ,Economics,50,1
89722,31,M,1977,MED   ,Bilingual/Bicultural Education,100,1
89725,19,M,1974,BS    ,History,480,1
89744,13,F,1974,BA    ,Art,250,1
89762,5,F,1969,BA    ,Spanish,75,1
89764,9,F,1974,BS    ,Physical Education,75,1
89765,9,M,1976,BS    ,Environmental Studies,150,1
89775,9,M,1969,BS    ,Group Science,225,1
89781,12,M,1971,BS    ,Business General,600,1
89802,17,M,1973,BBA   ,Accounting,100,1
89899,33,F,1993,MBA   ,Business General,4566.5,1
89955,4,M,1975,BS    ,Public Administration,50,1
90068,10,F,1979,BS    ,Nursing,200,1
90123,9,F,2002,BA    ,Health Communication,200,1
90154,9,F,1996,BBA   ,Accounting,5000,1
90227,10,M,1986,BS    ,Political Science,25,1
90418,7,M,2004,MED   ,General Education,15,1
90566,8,F,1986,MED   ,General Education,80,1
90586,9,F,1985,BS    ,Nursing,50,1
90609,3,F,1987,BS    ,Sociology,100,1
90652,8,M,1980,MBA   ,Management,50,1
90694,8,F,2004,MED   ,General Education,5,1
90721,3,M,1999,BS    ,Health Science,5,1
90765,6,F,1988,MED   ,General Education,50,1
90827,12,M,2005,BBA   ,Marketing,50,1
90862,8,M,1975,BPH   ,Sociology,300,1
90890,12,F,1980,BBA   ,Business General,750,1
90893,27,F,1983,MBA   ,Marketing,51245.54,1
90969,6,F,2003,BA    ,Political Science,150,1
90994,5,F,1988,BS    ,Physical Therapy,50,1
90996,5,M,1992,BBA   ,Marketing,100,1
91015,6,F,1975,BPH   ,Environmental Studies,25,1
91055,1,F,1995,BS    ,Mathematics,65,1
91069,7,M,1977,MBA   ,Taxation,100,1
91118,50,F,1979,BS    ,Art,500,1
91143,49,F,1980,BS    ,Political Science,580,1
91226,5,M,1999,MPAS  ,Physician Assistant Studies,100,1
91275,8,M,1998,BSE   ,Engineering,600,1
91277,1,F,2001,BS    ,Advertising & Public Relations,50,1
91339,6,F,1994,BBA   ,Accounting,100,1
91375,6,M,1993,BBA   ,Finance,50,1
91482,7,M,1986,BBA   ,Facilities Management,100,1
91508,91,F,1995,MBA   ,Business General,100,1
91561,6,M,1978,BBA   ,Business General,100,1
91562,4,M,1981,BBA   ,Business General,100,1
91670,6,M,2002,MBA   ,Business General,50,1
91704,3,F,2004,BS    ,Physical Education,50,1
91729,10,F,1995,BSN   ,Nursing - RN,50,1
91759,7,F,1981,BS    ,Biology,20,1
91767,14,F,2000,BS    ,Health Science,80,1
91771,95,F,2001,MED   ,General Education,300,1
91787,15,F,1979,BS    ,Environmental Studies,100,1
91802,5,F,2003,BS    ,Biomedical Sciences,1000,1
91829,8,F,1989,EDS   ,Leadership,75,1
91895,6,M,1981,MBA   ,Finance,20,1
91926,1,M,2002,BS    ,Biomedical Sciences,150,1
91968,6,F,1994,BA    ,Biology,100,1
91979,9,F,1982,BS    ,Nursing,150,1
91994,30,F,2002,MSW   ,Social Work,1500,1
92017,6,F,1991,MBA   ,Finance,280,1
92026,8,F,1995,MBA   ,Business General,25,1
92059,6,M,1997,BBA   ,Marketing,50,1
92067,7,M,1974,BS    ,GRP SS Pol Sci,750,1
92091,6,M,1996,MBA   ,Business General,50,1
92174,2,M,1996,BBA   ,Marketing,1000,1
92189,9,M,1990,BBA   ,Management,200,1
92205,7,F,1994,MED   ,General Education,100,1
92209,9,M,1982,BSN   ,Nursing,100,1
92241,10,M,2010,MED   ,General Education,350,1
92257,11,M,1974,MS    ,Computer Information Systems,50,1
92343,20,M,1985,MED   ,General Education,575,1
92356,5,F,1998,BS    ,Mathematics,100,1
92370,5,F,1978,BSW   ,Social Work,100,1
92415,7,M,1996,MBA   ,Business General,250,1
92465,15,M,1997,MED   ,General Education,100,1
92548,6,F,1993,BS    ,Biology,100,1
92594,10,M,1984,BBA   ,Accounting,500,1
92674,8,M,1990,BBA   ,Accounting,1000,1
92677,5,F,1996,BA    ,Psychology,100,1
92708,4,M,1978,BS    ,Public Administration,50,1
92808,11,F,2001,BBA   ,Accounting,1000,1
92830,1,F,1999,MST   ,Taxation,25,1
92842,5,F,1998,MED   ,General Education,25,1
92848,12,M,2006,BS    ,Psychology,600,1
92875,2,F,2000,BS    ,Physical Education,30,1
92880,13,M,1999,BSE   ,Engineering,50,1
92953,8,M,1984,MBA   ,Finance,50,1
92988,1,F,2000,MSN   ,Nursing,50,1
93004,7,M,1990,MST   ,Taxation,250,1
93027,1,F,2000,BS    ,GRO Social Studies,200,1
93061,2,F,2002,BSN   ,Nursing,20,1
93083,6,F,1987,BS    ,Language Arts,75,1
93113,7,M,1983,BS    ,Art,30,1
93146,28,F,2009,MPA   ,Public Administration,250,1
93181,11,F,1999,MS    ,Physical Therapy,50,1
93198,7,F,1996,BS    ,Psychology,50,1
93207,13,M,1989,BS    ,Public Administration,1000,1
93262,8,F,1979,MED   ,General Education,1250,1
93435,7,F,2001,MS    ,Physical Therapy,100,1
93494,6,M,2006,BBA   ,Marketing,100,1
93505,8,F,1981,MED   ,General Education,450,1
93515,7,M,1991,MBA   ,Management,1000,1
93537,41,M,1991,BBA   ,Marketing,1000,1
93583,22,M,1985,BS    ,Criminal Justice,525,1
93654,4,F,2002,BS    ,Legal Studies,565,1
93676,5,F,2001,MED   ,General Education,475,1
93788,7,M,1996,MS    ,Physical Therapy,100,1
93881,8,F,2001,BS    ,Health Communication,150,1
93893,9,F,1998,MPA   ,Public Administration,50,1
93907,11,M,1999,BS    ,Behavioral Science,280,1
93935,19,F,2008,MED   ,Higher Education,40,1
93941,27,F,2001,MED   ,General Education,25,1
93963,8,F,1988,MSW   ,Social Work,25,1
93987,12,M,1988,MED   ,General Education,10,1
93993,3,M,1990,BS    ,Advertising & Public Relations,25,1
94054,8,M,1985,BS    ,Psychology,100,1
94076,8,M,1976,BS    ,Public Administration,200,1
94079,15,M,1977,MED   ,General Education,1250,1
94102,6,M,2000,BS    ,Health Communication,100,1
94175,5,F,1994,MED   ,General Education,10,1
94233,62,F,1981,MBA   ,Finance,1500,1
94236,43,F,1980,MBA   ,Business General,800,1
94261,1,F,2003,BSN   ,Nursing,200,1
94276,12,M,1995,BS    ,Physical Education,100,1
94297,18,M,1982,MED   ,General Education,50,1
94341,8,M,2003,MBA   ,Business General,100,1
94366,12,M,1994,BS    ,Criminal Justice,250,1
94371,9,F,1996,MPAS  ,Physician Assistant Studies,200,1
94391,5,F,1982,BBA   ,Management,50,1
94421,20,M,1996,BS    ,Health Science,337.08,1
94471,11,F,1997,MS    ,Physical Therapy,50,1
94529,6,F,2004,DPT   ,Physical Therapy,100,1
94689,7,F,1988,MED   ,General Education,50,1
94761,6,F,1994,MED   ,Reading,125,1
94779,26,F,1977,BBA   ,Business General,3000,1
94787,17,F,1987,MED   ,General Education,50,1
94830,6,M,1980,BS    ,Physical Education,20,1
94897,9,M,1977,BS    ,History,50,1
94917,6,F,2000,BA    ,English Language and Literature,100,1
94920,7,F,1999,MSN   ,Nursing,100,1
94981,21,F,1976,BS    ,Geology,200,1
95047,11,F,1997,BBA   ,Management,300,1
95098,32,M,1980,BBA   ,Business General,1000,1
95128,8,F,2003,MED   ,Reading,25,1
95145,5,F,1998,MBA   ,Business General,20,1
95150,13,M,1978,BBA   ,Business General,25,1
95195,2,F,1994,BS    ,Psychology,70,1
95208,18,F,1983,MBA   ,Management,100,1
95238,6,M,1992,BS    ,Journalism,20,1
95277,21,F,1982,BS    ,Special Education,100,1
95312,23,F,1997,BA    ,Public Administration,35,1
95337,12,F,1991,MED   ,Special Education,10,1
95392,11,M,1985,BS    ,Advertising & Public Relations,1000,1
95393,7,F,1986,BS    ,Liberal Studies,50,1
95420,0,F,1988,BS    ,Public Administration,30,1
95485,18,F,1987,BS    ,Computer Science,500,1
95495,14,M,1999,MPAS  ,Physician Assistant Studies,15,1
95524,9,F,1990,BBA   ,Finance,50,1
95611,7,F,1986,BS    ,Public Administration,25,1
95617,10,M,1997,BS    ,Film and Video,300,1
95624,2,F,1989,BS    ,Mathematics,600,1
95635,9,F,1998,MED   ,General Education,1000,1
95674,7,F,1988,BS    ,Sociology,50,1
95775,10,M,1995,BS    ,Criminal Justice,25,1
95805,12,M,1997,BS    ,Health Science,30,1
95826,3,F,1991,BS    ,Health Science,100,1
95829,6,F,1992,BS    ,Psychology,100,1
96005,7,F,2002,MED   ,General Education,50,1
96074,6,F,2000,BSN   ,Nursing,1000,1
96092,5,M,2004,BSE   ,Engineering,50,1
96277,2,F,2003,BS    ,Psychology,25,1
96303,13,M,1999,BS    ,Criminal Justice,300,1
96319,4,M,1999,BBA   ,Accounting,20,1
96343,14,F,2001,MPA   ,Public Administration,150,1
96349,7,F,2007,BS    ,Journalism,700,1
96418,11,M,1975,MBA   ,Accounting,175,1
96445,52,F,1980,BA    ,Music,2000,1
96487,4,F,1990,BS    ,Hospitality Tourism Mgt,100,1
96578,27,M,1983,BS    ,Geology,350,1
96581,13,M,1987,MED   ,General Education,100,1
96592,8,F,1982,BS    ,Occup Safety/Health Management,100,1
96599,11,F,1981,BBA   ,Accounting,50,1
96605,9,M,1977,MBA   ,Management,500,1
96617,7,M,2000,MBA   ,Business General,250,1
96665,1,F,1999,MSN   ,Nursing,100,1
96692,9,F,2002,MED   ,General Education,500,1
96693,8,F,1986,MSN   ,Nursing,75,1
96758,2,M,1978,BBA   ,Management,25,1
96760,7,F,1977,BS    ,Social Relations,30,1
96766,2,M,1981,BS    ,Environmental Studies,10,1
96775,4,M,1998,MBA   ,Business General,250,1
96780,63,M,1978,BS    ,Environmental Studies,650,1
96828,23,F,1977,BS    ,Psychology,600,1
96852,29,M,1980,BPH   ,Environmental Studies,500,1
96874,9,F,1983,BBA   ,Accounting,50,1
96891,18,M,1987,BBA   ,Business General,300,1
96904,7,F,2001,MED   ,General Education,100,1
96926,8,F,1982,BS    ,Health Science,100,1
96940,6,M,1996,MPA   ,Public Administration,100,1
96957,6,M,1984,BA    ,Computer Science,300,1
97044,3,F,1995,BS    ,Psychology,50,1
97092,24,M,1986,BBA   ,Finance,250,1
97148,7,F,1985,BS    ,Nursing,50,1
97159,7,M,1986,BBA   ,Marketing,150,1
97176,2,F,2001,BS    ,Physical Education,10,1
97200,13,M,1987,BS    ,Political Science,250,1
97328,21,F,2002,BS    ,Health Science,175,1
97343,10,M,1988,MS    ,Communications,100,1
97444,10,F,2001,BSN   ,Nursing,20,1
97456,11,F,2000,BA    ,Advertising & Public Relations,50,1
97457,11,M,1997,MED   ,General Education,150,1
97459,25,M,1989,MBA   ,Business General,25,1
97529,5,M,1998,BBA   ,Marketing,100,1
97544,4,F,2003,BS    ,Chemistry,25,1
97559,13,F,2003,MED   ,General Education,25,1
97605,6,F,1991,BA    ,English Language and Literature,20,1
97610,11,F,2005,BA    ,Photography,150,1
97665,27,F,1999,BBA   ,Management,100,1
97709,5,F,1998,MS    ,Physical Therapy,50,1
97742,2,F,1996,BS    ,Physical Education,150,1
97838,12,M,2002,BSE   ,Engineering,250,1
